Store Number,Address,City,State,Zip Code,Phone Number,Fax Number,Email Address,Store Hours,Services,Latitude,Longitude
US481,3801 N. Capital of TX Hwy E-240,Austin,TX,78746,(512-330-0691),512-330-0572,pakmailaustin@sbcglobal.net, Monday-Friday9am - 6pm Saturday10am - 3pm Sundayclosed , Custom crating and Packing ,30.336206,-97.805486
US674,13359 N. Highway 183 Ste 406,Austin,TX,78750,(512-249-7447),512-249-7443,US674@pakmail.org: joel@weshipaustin.com, Monday-Friday9am - 6pm Saturday10am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public ",30.44776,-97.78732
US679,2900 Anderson Lane #C-200,Austin,TX,78757,(512-451-9700),512-451-9716,pakmailandersonln@sbcglobal.net, Monday-Friday9am - 6pm Saturday10am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",30.35989,-97.73773
US350,"11900 Metric Blvd., #J",Austin,TX,78758,(512-873-7225),512-832-0496,pakmail350@flash.net, Monday-Friday9am - 6pm Saturday10am - 2pm Sundayclosed , Contact the store for information on available services. ,30.399242,-97.703923
US713,2317 W 5th Street,Plainview,TX,79072,(806-288-0199),806-288-9986,pakmail@suddenlinkmail.com, Monday-Friday9am - 6pm Saturday10am - 1:30pm SundayClosed ," Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL ",34.18417,-101.731312
US633,3323 N. Midland Drive #113,Midland,TX,79707,(432-522-1022),432-522-1025,info@pakmailmidland.com, Monday-Friday9am-6pm Saturday10am - 2pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",32.01726,-102.14346
US232,4419 Centennial Blvd.,Colorado Springs,CO,80907,(719-593-1212),719-593-0606,US232@pakmail.org, Monday-Friday9:00 am to 6:00 pm Saturday9am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Notary public Local pick up and delivery service ",38.895456,-104.851034
US458,1042 W. Baptist Road,Colorado Springs,CO,80921,(719-481-6700),719-481-9239,US458@pakmail.org, Monday-Friday9am - 5:30pm Saturday9am - 3pm Sundayclosed , Custom crating and Packing ,39.056624,-104.847818
US559,944 E. Rainbow Blvd.,Salida,CO,81201,(719-539-7085),719-539-7083,info@salidapakmail.com, Monday-Friday8:00am - 5:30pm Saturday9:00am - 1:00pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Local pick up and delivery service ",38.52438,-105.99167
US485,228 E. Plaza Street #B,Eagle,ID,83616,(208-939-8981),208-939-0008,mallmar@msn.com, Monday-Friday9am-6pm Saturday10am-2pm Sundayclosed , Contact the store for information on available services. ,43.693257,-116.352277
US267,"3941 E. Chandler Blvd., #106",Phoenix,AZ,85048,(480-759-5533),480-759-0889,pakmailsuperstore@gmail.com, Monday-Friday8am - 6:15pm Saturday9am - 3:30pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Local pick up and delivery service ",33.30489,-111.998791
US452,"1800 E. Ft. Lowell Rd., #126",Tucson,AZ,85719,(520-327-7725),520-327-7672,US452@pakmail.org, Monday-Friday10am - 5:30pm Saturday10am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",32.264836,-110.944958
US647,5010 Cutler NE #52D2,Albuquerque,NM,87110,(505-888-5798),505-888-5810,US647@pakmail.org, Monday-Friday8am - 6pm Saturday10am - 2pm Sundayclosed , Custom crating and Packing ,35.105517,-106.589133
US075,8018 E. Santa Ana Cyn. Rd. #100,Anaheim Hills,CA,92808,(714-282-9327),714-282-7902,US075@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 4:30pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",33.868415,-117.751918
US786,7042 N. West Ave.,Fresno,CA,93611,(559-431-2200),559-431-2202,US786@pakmail.org, Monday-Friday9:00am - 6:00pm Saturday10:00am - 2:00pm Sundayclosed , Custom crating and Packing ,36.83783,-119.82543
US788,8th Ave. 3 NW of San Carlos,Carmel,CA,93921,(831-625-5210),831-625-5219,US788@pakmail.org, Monday-Friday10:00 am - 4:00 pm Saturday10:00 am - 4:00 pm Sunday , Contact the store for information on available services. ,36.55265,-121.92219
US642,5th Ave. and San Carlos St.,Carmel-by-the-Sea,CA,93921,(831-626-8100),831-626-8104,US642@pakmail.org, Monday-Friday9am - 5:30pm Saturday10am - 3pm Sundayclosed , Contact the store for information on available services. ,36.55698,-121.92209
US610,201 A S. Delaware Street,San Mateo,CA,94401,(650-342-8888),650-342-8838,US610@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 3:00pm Sunday10am - 3:00pm ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business printing and stationery ",37.567844,-122.320803
US723,51 Wright Brothers Ave. Ste. F,Livermore,CA,94551,(925-456-0100),925-456-0121,US723@pakmail.org, Monday-Friday10:00am - 6:00pm Saturday10:00am - 3:00pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",37.689818,-121.801869
US762,821 Escobar St.,Martinez,CA,94553,(925-228-6209),925-228-6210,us762@pakmail.org, Monday-Friday8am - 5pm Saturday10am - 2pm SundayClosed , Custom crating and Packing ,38.018359,-122.136017
US667,3880 Decoto Road,Fremont,CA,94555,((510) 818-9633  ),(510) 818-9643,PakMail667@yahoo.com, Monday-Friday10am - 6pm Saturday10am - 2pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",37.571459,-122.031728
US752,4011 East Morada Lane Ste.140,Stockton,CA,95212,(209-476-8800),209-476-8811,us752@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",38.0372,-121.26107
US614,1570 East F Street,Oakdale,CA,95361,(209-845-8366),209-845-8364,US614@PakMail.org, Monday-Friday8:30am - 6pm Saturday9am - 3pm Sundayclosed , Contact the store for information on available services. ,37.774032,-120.827654
US695,1791 Marlow Road #1D,Santa Rosa,CA,95401,(707-542-5492),707-542-5175,janabravo@yahoo.com, Monday-Friday10am -5:30pm Saturdayclosed Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Notary public ",38.452341,-122.751336
US093,1535 Farmers Lane,Santa Rosa,CA,95405,(707-571-7707),707-575-0187,US093@pakmail.org, Monday-Friday9am - 5:30pm Saturday10am - 2pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",38.433216,-122.688727
US671,1520 E. Covell #B5,Davis,CA,95616,(530-297-6390),530-297-6319,pakmaildavis@sbcglobal.net, Monday-Friday9am - 6pm Saturday10am - 4pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Notary public Local pick up and delivery service ",38.560626,-121.735741
US664,9580 Oak Avenue Parkway #7,Folsom,CA,95630,(916-990-9002),916-990-9007,us664@pakmail.org, Monday-Friday9:30am - 5:30pm Saturday9:30am - 2pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Packaging and moving supplies Specializing in nationwide auto shipping! ",38.647326,-121.140514
US744,8789 Auburn Folsom Road #C,Granite Bay,CA,95746,(916-791-3030),916-791-3058,US744@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 3pm SundayClosed , Contact the store for information on available services. ,38.740517,-121.17053
US832,2230 Sunset Blvd. Suite 340,Rocklin,CA,95747,(916-259-1697),916-259-1699,pakmail-us832@comcast.net, Monday-Friday9:00 am - 6:00 pm Saturday10:00am - 2:00 pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public ",38.80348,-121.272819
US571,1292 High Street,Eugene,OR,97401,(541-343-1313),541-687-0809,US571@pakmail.org, Monday-Friday9am - 5pm Saturday11am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",44.045685,-123.088171
US550,4257 Barger Drive,Eugene,OR,97402,(541-607-0707),541-607-0703,us550@pakmail.org, Monday-Friday9am - 6pm Saturday11am - 4pm Sundayclosed , Contact the store for information on available services. ,44.084608,-123.168597
US541,1056 Green Acres Road #102,Eugene,OR,97408,(541-484-6353),541-431-4942,us541@pakmail.org, Monday-Friday9:30am - 5:30pm Saturdayclosed SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service Specializing in nationwide auto shipping! ",44.09246,-123.094
US659,1274 Ivy Street Suite 4,Junction City,OR,97448,(541-234-2358),541-234-2359,pakmail659@yahoo.com, Monday-Friday9am-5pm SaturdayClosed SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",44.224924,-123.204923
US596,2640 E. Barnett Rd. Ste. E,Medford,OR,97504,(541-618-8370),541-618-8371,sales@pakmailnw.com, Monday-Friday9:00am - 5:00pm Saturday10:00am - 2:00pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",42.3163,-122.83386
US726,2620 Bellevue Way N.E.,Bellevue,WA,98004,(425-803-0627),425-803-2916,us726@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 3pm Sundayclosed , Contact the store for information on available services. ,47.634286,-122.201632
US665,2850 Newmarket Street #101,Bellingham,WA,98226,(360-738-8919),360-738-8917,pakmail665@yahoo.com, Monday-Friday9am - 6pm Saturday10am - 3pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",48.770517,-122.443529
US618,5050 State Highway 303 NE #103,Bremerton,WA,98311,(360-377-1372),360-377-3293,US618@pakmail.org, Monday-Friday9:15 am - 6:00 pm Saturday10:00 am - 3:00 pm Sunday , Contact the store for information on available services. ,47.609214,-122.628779
US227,"2600 NW Randall Way, #111",Silverdale,WA,98383,(360-692-4840),360-692-1871,US227@PakMail.org, Monday-Friday9:15am - 6pm Saturday10am - 3pm Sunday12pm - 4pm , Contact the store for information on available services. ,47.661303,-122.684989
US130,25 Storey Ave.,Newburyport,MA,01950-1892,(978-465-6420),978-465-6491,melser@pakmail.org, Monday-Friday9am - 6pm Saturday9am - 2pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Notary public ",42.82066,-70.907579
US056,3821 Rte. 28,Marston Mills,MA,02648-1868,(508-420-1105),508-420-1106,pakmailmm@yahoo.com, Monday-Friday9am - 5pm Saturday9:30am - 1pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Local pick up and delivery service ",41.669,-70.417528
US210,70 Frenchtown Rd.,N. Kingstown,RI,02852-1758,(401-885-6245),401-885-7171,PSSInc@verizon.net, Monday-Friday9am - 5:30pm Saturday9am - 1pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",41.631548,-71.469496
US222,55 Crystal Ave. #7,Derry,NH,03038-1725,(603-434-1801),603-434-1768,us222@pakmail.org, Monday-Friday9am - 6pm Saturday9am - 2pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",42.891658,-71.32695
US229,16 North Water Street,Greenwich,CT,06830-5329,(203-531-7800),203-531-7806,w6649@aol.com, Monday-Friday Saturday Sunday , Contact the store for information on available services. ,41.004418,-73.657194
US180,907 Hanshaw Rd.,Ithaca,NY,14850-1530,(607-257-5505),607-257-0968,US180@pakmail.org, Monday-Friday9am - 4:30pm Saturdayclosed Sundayclosed , Contact the store for information on available services. ,42.469076,-76.47902
US155,7011-A Manchester Blvd.,Alexandria,VA,22310-3253,(703-922-7174),703-922-7671,pakmail155@yahoo.com, Monday-Friday9am - 7pm Saturday9am - 5pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",38.76498,-77.154316
US164,2129 General Booth Blvd. #103,Virginia Beach,VA,23454-5872,(757-430-0997),757-430-0196,US164@pakmail.org, Monday-Friday8:30am - 6pm Saturday9am - 2pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Notary public Local pick up and delivery service ",36.767403,-76.013538
US139,976 Houston Northcutt Blvd. #3,Mt. Pleasant,SC,29464-2488,(843-849-0310),843-849-0311,US139@PakMail.org, Monday-Friday9am - 6pm Saturday10am - 2pm SundayClosed ," Custom crating and packing: any size, any weight Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",32.800139,-79.890509
US131,6025 Sandy Springs Cr.,Atlanta,GA,30328-3863,(404-255-9277),404-255-9314,US131@pakmail.org, Monday-Friday9:30am - 5:30pm Saturdayclosed Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public ",33.919908,-84.384646
US238,762 S. US 1,Vero Beach,FL,32962-4701,(772-770-3666),772-770-3699,pakmail85768@bellsouth.net, Monday-Friday9am - 5:30pm Saturday9am - 2pm Sundayclosed , Custom crating and Packing ,27.616827,-80.388313
US079,5794 SW 40th St.,Miami,FL,33155-5301,(305-666-1134),305-666-1236,sales@pakmailmiami.com, Monday-Friday9:30am - 6:30pm Saturday10am - 2pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Notary public Local pick up and delivery service ",25.734032,-80.288014
US199,2780 E. Fowler Ave.,Tampa,FL,33612-6297,(813-971-2555),813-977-3001,pakmail199@aol.com, Monday-Friday9am - 6pm Saturday10am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",28.054561,-82.429685
US067,13176 N. Dale Mabry Hwy.,Tampa,FL,33618-2406,(813-960-4006),813-960-7995,US067@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 4pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",28.065834,-82.504998
US275,3823 Tamiami Trail E.,Naples,FL,34112-6224,(239-793-5060),239-793-1109,US275pakmail@earthlink.net, Monday-Friday8:30am - 5:30pm Saturday9am - 2pm Sundayclosed , Contact the store for information on available services. ,26.119529,-81.759015
US147,5824 Bee Ridge Rd.,Sarasota,FL,34233-1504,(941-378-1660),941-378-2172,US147@pakmail.org, Monday-Friday9am - 5:30pm Saturday10am - 2pm Sundayclosed , Contact the store for information on available services. ,27.298746,-82.453184
US240,265 SW Port St. Lucie Blvd.,Port St. Lucie,FL,34984-5094,(772-871-2210),772-871-2434,pakmailfamily@yahoo.com, Monday-Friday8:30am - 6pm Saturday9am - 1pm Sundayclosed , Contact the store for information on available services. ,27.273842,-80.356691
US023,1655 McFarland Blvd. N.,Tuscaloosa,AL,35406-2212,(205-345-6245),205-345-8775,pakmail23@hotmail.com, Monday-Friday9:00am - 5:30pm Saturday10:00am-1:00pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",33.195531,-87.525907
US236,"300 N. Dean Rd., #5",Auburn,AL,36830-5045,(334-821-0629),334-821-0704,pakamail@charter.net, Monday-Friday9:00 am - 6:00 pm Saturday10:00 am - 2:00 pm Sunday , Contact the store for information on available services. ,32.610639,-85.464856
US192,9425 N. Meridian St.,Indianapolis,IN,46260-1308,(317-848-4416),317-848-7402,pakmail192@aol.com, Monday-Friday8:30am - 6pm Saturday9am - 3pm Sundayclosed , Contact the store for information on available services. ,39.923474,-86.157844
US687,902 Calumet Ave. #1,Valparaiso,IN,46383-3609,(219-462-2685),219-462-9185,US687@pakmail.org, Monday-Friday9am - 5:30pm Saturday9am - Noon SundayClosed , Custom crating and Packing ,41.476169,-87.056499
US087,710 E. Bowen,Bismarck,ND,58504-5626,(701-222-4232),701-222-8083,US087@PakMail.org, Monday-Friday9am - 5:00pm Saturday10am - 2pm SundayClosed , Contact the store for information on available services. ,46.802124,-100.781447
US178,2511 W. Schaumburg Rd.,Schaumburg,IL,60194-3887,(847-524-3355),847-524-5271,US178@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 4pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Local pick up and delivery service ",42.02296,-88.1441
US170,2661 N. Illinois St.,Swansea,IL,62226-2308,(618-277-4884),618-277-4886,pakmail@shipmetroeast.com, Monday-Friday9am - 6pm Saturday9am - 2pm Sundayclosed ," Custom crating and packing: any size, any weight Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Mailbox rental ",38.542695,-89.983866
US248,407 Beltline Rd.,Collinsville,IL,62234-4410,(618-346-4884),618-346-4366,US248@pakmail.org, Monday-Friday8:30am - 6pm Saturday9am - 3pm Sundayclosed , Custom crating and Packing ,38.690976,-89.973115
US168,12545 Olive Blvd.,Creve Coeur,MO,63141-6311,(314-469-6116),314-469-6665,US168@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2:00pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",38.676615,-90.465174
US159,2314 Planet Ave.,Salina,KS,67401-7510,(785-825-7447),785-825-2600,US159@pakmail.org, Monday-Friday9am - 6pm Saturday9am - 12pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Notary public Local pick up and delivery service ",38.801158,-97.613175
US092,"8601 W. Cross Dr., #F5",Littleton,CO,80123-2200,(303-971-0088),303-971-0155,US092@PakMail.org, Monday-Friday9am - 5pm Saturday9am-3pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",39.613278,-105.100286
